Kind,Name,AvgCyclomatic,CountDeclFile,CountLine,CountLineBlank,CountLineCode,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,RatioCommentToCode,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLineCodeDecl,CountLineCodeExe,CountOutput,CountSemicolon,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,SumCyclomatic,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode
Package,"(Unnamed_Package)",2,1,40,6,27,10,25,14,13,,"0,37",37,6,24,10,,,,,1,1,0,,,0,0,1,,0,0,0,1,,14,21,,22,2,,1,,,2,,,,,,,
Unknown Annotation,"AllArgsConstructor",,,,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"ApiResponse.java",0,,15,2,13,0,7,7,0,,"0,00",0,0,0,0,,,,,1,0,0,0,0,0,3,0,,0,0,0,0,,12,0,,6,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"ApigatewayApplication.java",1,,13,4,9,0,6,5,1,,"0,00",3,0,3,0,,,,,1,1,0,1,1,0,0,1,,0,0,0,1,,6,1,,4,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"ApigatewayApplicationTests.java",1,,13,4,9,0,5,5,0,,"0,00",3,0,3,0,,,,,1,0,0,1,1,1,0,1,,1,0,0,0,,7,0,,3,1,,0,,,1,,,,0,0,"0,00","0,00"
Unknown Annotation,"Builder",,,,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Annotation,"Column",,,,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Annotation,"Entity",,,,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Annotation,"GetMapping",,,,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Annotation,"Getter",,,,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"GlobalExceptionHandler.java",1,,24,5,19,0,14,10,5,,"0,00",10,1,9,0,,,,,1,0,0,1,1,1,0,1,,0,0,0,1,,12,5,,12,1,,0,,,1,,,,0,0,"0,00","0,00"
