Kind,Name,AvgCyclomatic,CountDeclFile,CountLine,CountLineBlank,CountLineCode,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,RatioCommentToCode,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLineCodeDecl,CountLineCodeExe,CountOutput,CountSemicolon,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,SumCyclomatic,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode
Unnamed Function,"(unnamed_function_1)",,,20,3,16,1,4,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,114,19,92,3,6,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,18,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,42,4,37,1,8,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,19,1,18,0,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,35,3,32,0,7,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,35,3,32,0,7,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,36,3,33,0,7,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,43,4,34,5,7,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,174,30,143,1,15,7,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,22,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,42,4,37,1,8,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,43,4,38,1,8,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,106,17,88,1,10,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,15,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,42,4,37,1,8,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,177,35,141,1,11,4,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,20,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,43,5,37,1,8,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,98,10,88,0,13,5,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,15,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,43,5,37,1,8,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,42,4,37,1,8,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,114,12,101,1,12,4,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,11,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,42,4,37,1,8,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,35,3,32,0,7,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,42,4,37,1,8,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,127,21,104,2,11,4,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,20,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,40,5,33,2,20,2,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_10)",,,3,0,3,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_11)",,,5,0,5,0,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_12)",,,14,1,13,0,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_12).(unnamed_function_13)",,,3,0,3,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_12).(unnamed_function_13).(unnamed_function_14)",,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_12).(unnamed_function_15)",,,4,0,4,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_13)",,,23,3,20,0,7,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_13)",,,20,3,17,0,7,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_13).(unnamed_function_14)",,,6,0,6,0,4,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_13).(unnamed_function_14)",,,3,0,3,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_13).(unnamed_function_14).(unnamed_function_15)",,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_13).(unnamed_function_15)",,,4,0,4,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_13).(unnamed_function_16)",,,4,0,4,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_15)",,,13,2,11,0,7,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_15).(unnamed_function_16)",,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
