Kind,Name,AvgCyclomatic,CountDeclFile,CountLine,CountLineBlank,CountLineCode,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,RatioCommentToCode,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLineCodeDecl,CountLineCodeExe,CountOutput,CountSemicolon,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,SumCyclomatic,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode
Package,"(Unnamed_Package)",4,1,117,10,76,32,54,24,38,,"0,42",24,1,22,1,,,,,2,2,5,,,1,0,3,,0,1,1,1,,26,54,,42,8,,3,,,11,,,,,,,
File,"Address.java",1,,47,12,35,0,25,14,11,,"0,00",3,0,3,0,,,,,1,0,0,8,8,8,3,8,,0,0,0,8,,15,11,,16,1,,0,,,8,,,,0,0,"0,00","0,00"
File,"Address.java",1,,47,12,35,0,25,14,11,,"0,00",3,0,3,0,,,,,1,0,0,8,8,8,3,8,,0,0,0,8,,15,11,,16,1,,0,,,8,,,,0,0,"0,00","0,00"
File,"Address.java",1,,47,12,35,0,25,14,11,,"0,00",3,0,3,0,,,,,1,0,0,8,8,8,3,8,,0,0,0,8,,15,11,,16,1,,0,,,8,,,,0,0,"0,00","0,00"
File,"Customer.java",1,,88,22,66,0,43,25,18,,"0,00",4,0,4,0,,,,,1,0,0,13,13,13,4,13,,0,0,0,13,,34,18,,29,1,,0,,,13,,,,0,0,"0,00","0,00"
File,"Customer.java",1,,90,22,68,0,44,27,17,,"0,00",4,0,4,0,,,,,1,0,0,13,13,13,4,13,,0,0,0,13,,37,17,,30,1,,0,,,13,,,,0,0,"0,00","0,00"
File,"Customer.java",1,,74,19,55,0,36,21,15,,"0,00",4,0,4,0,,,,,1,0,0,11,11,11,3,11,,0,0,0,11,,28,15,,24,1,,0,,,11,,,,0,0,"0,00","0,00"
File,"CustomerFormatter.java",1,,28,8,20,0,13,10,3,,"0,00",4,0,4,0,,,,,1,0,0,3,3,3,1,3,,0,0,0,3,,13,3,,9,1,,0,,,3,,,,0,0,"0,00","0,00"
File,"CustomerRepository.java",0,,15,5,10,0,8,8,0,,"0,00",0,0,0,0,,,,,1,0,0,0,1,1,0,1,,1,0,0,0,,9,0,,7,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"CustomerTestDataGenerator.java",1,,23,7,16,0,10,7,3,,"0,00",5,0,5,0,,,,,1,0,0,2,2,2,1,2,,0,0,0,2,,9,4,,7,1,,0,,,2,,,,0,0,"0,00","0,00"
