Kind,Name,AvgCyclomatic,CountDeclFile,CountLine,CountLineBlank,CountLineCode,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,RatioCommentToCode,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLineCodeDecl,CountLineCodeExe,CountOutput,CountSemicolon,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,SumCyclomatic,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode
File,"Account.java",1,,63,17,46,0,31,19,12,,"0,00",3,0,3,0,,,,,1,0,0,11,11,11,4,11,,0,0,0,11,,22,12,,19,1,,0,,,11,,,,0,0,"0,00","0,00"
File,"Account.java",1,,48,13,35,0,24,14,10,,"0,00",3,0,3,0,,,,,1,0,0,9,9,9,3,9,,0,0,0,9,,15,10,,14,1,,0,,,9,,,,0,0,"0,00","0,00"
File,"AccountApplication.java",1,,15,4,11,0,7,6,1,,"0,00",3,0,3,0,,,,,1,1,0,1,1,0,0,1,,0,0,0,1,,8,1,,5,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"AccountController.java",1,,50,11,39,0,28,20,9,,"0,00",5,0,5,0,,,,,1,0,1,4,4,4,1,4,,0,0,0,4,,26,9,,23,1,,0,,,4,,,,0,0,"0,00","0,00"
File,"AccountControllerTests.java",1,,64,10,54,0,36,27,14,,"0,00",6,0,6,0,,,,,1,1,2,5,5,3,1,4,,4,0,0,0,,40,14,,31,1,,0,,,5,,,,0,0,"0,00","0,00"
File,"AccountRepository.java",0,,11,4,7,0,6,6,0,,"0,00",0,0,0,0,,,,,1,0,0,0,1,1,0,1,,1,0,0,0,,6,0,,5,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"AccountServiceConf.java",1,,15,4,11,0,7,6,1,,"0,00",5,0,5,0,,,,,1,0,0,1,1,1,0,1,,1,0,0,0,,8,1,,5,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"AccountServiceInstanceListSupplier.java",1,,29,7,22,0,15,12,3,,"0,00",4,0,4,0,,,,,1,0,0,3,3,3,1,3,,1,0,0,2,,14,4,,11,1,,0,,,3,,,,0,0,"0,00","0,00"
File,"Customer.java",1,,83,21,62,0,42,26,16,,"0,00",3,0,3,0,,,,,1,0,0,15,15,15,5,15,,0,0,0,15,,30,16,,26,1,,0,,,15,,,,0,0,"0,00","0,00"
File,"CustomerApplication.java",1,,24,5,19,0,12,10,2,,"0,00",4,0,4,0,,,,,1,1,0,2,2,1,0,2,,0,0,0,2,,14,2,,9,1,,0,,,2,,,,0,0,"0,00","0,00"
File,"CustomerController.java",1,,60,10,50,1,33,25,10,,"0,02",7,0,7,0,,,,,1,0,1,4,4,4,2,4,,0,0,0,4,,32,15,,28,1,,0,,,4,,,,0,0,"0,00","0,00"
File,"CustomerControllerTests.java",1,,64,10,54,0,36,27,14,,"0,00",6,0,6,0,,,,,1,1,2,5,5,3,1,4,,4,0,0,0,,40,14,,31,1,,0,,,5,,,,0,0,"0,00","0,00"
File,"CustomerMapper.java",6,,20,5,15,0,17,7,11,,"0,00",10,0,10,0,,,,,1,1,0,1,1,0,0,1,,0,0,0,1,,6,7,,9,6,,2,,,6,,,,0,0,"0,00","0,00"
File,"CustomerRepository.java",0,,9,4,5,0,4,4,0,,"0,00",0,0,0,0,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,,4,0,,3,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"DiscoveryApplication.java",1,,15,4,11,0,7,6,1,,"0,00",3,0,3,0,,,,,1,1,0,1,1,0,0,1,,0,0,0,1,,8,1,,5,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"DiscoveryServerTests.java",1,,23,5,18,0,12,11,2,,"0,00",6,0,6,0,,,,,1,0,0,1,1,1,1,1,,0,0,0,1,,15,3,,10,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"GatewayApplication.java",1,,15,4,11,0,7,6,1,,"0,00",3,0,3,0,,,,,1,1,0,1,1,0,0,1,,0,0,0,1,,8,1,,5,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"GatewayTests.java",1,,46,7,39,1,26,23,4,,"0,03",13,1,12,1,,,,,1,0,0,1,1,1,1,1,,0,0,0,1,,30,9,,24,1,,0,,,1,,,,0,0,"0,00","0,00"
Unknown Annotation,"io.specto.hoverfly.junit5.api.HoverflyConfig",,,,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Annotation,"io.specto.hoverfly.junit5.api.HoverflyCore",,,,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Annotation,"org.junit.jupiter.api.Order",,,,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Annotation,"org.junit.jupiter.api.Test",,,,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Annotation,"org.junit.jupiter.api.TestMethodOrder",,,,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Annotation,"org.junit.jupiter.api.extension.ExtendWith",,,,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Annotation,"org.springframework.beans.factory.annotation.Autowired",,,,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
