Kind,Name,AvgCyclomatic,CountDeclFile,CountLine,CountLineBlank,CountLineCode,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,RatioCommentToCode,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLineCodeDecl,CountLineCodeExe,CountOutput,CountSemicolon,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,SumCyclomatic,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode
Unnamed Function,"(unnamed_function_1)",,,12,2,10,0,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,28,3,25,0,4,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,21,3,18,0,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,21,3,18,0,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,21,3,18,0,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,11,1,10,0,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,,,,,,,
Unnamed Function,"(unnamed_function_1)",,,11,1,10,0,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_2)",,,3,0,3,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_2)",,,7,0,7,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_2)",,,6,0,6,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_2)",,,6,0,6,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_2)",,,6,0,6,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_2)",,,5,0,5,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_2)",,,5,0,5,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_3)",,,4,0,4,0,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_3)",,,5,0,5,0,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_3)",,,5,0,5,0,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_3)",,,5,0,5,0,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_3)",,,5,0,5,0,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_3)",,,3,0,3,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_3)",,,3,0,3,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_4)",,,5,0,5,0,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_4)",,,3,0,3,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_4)",,,3,0,3,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_4)",,,3,0,3,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"(unnamed_function_1).(unnamed_function_5)",,,6,0,6,0,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
File,"Address.java",2,,164,37,126,1,101,36,65,,"0,01",6,0,6,0,,,,,1,0,1,19,19,19,7,19,,0,0,0,19,,41,73,,60,22,,2,,,46,,,,0,0,"0,00","0,00"
File,"AddressGoogleResponse.java",0,,6,3,3,0,2,2,0,,"0,00",0,0,0,0,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,,2,0,,1,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"AddressRepository.java",0,,10,4,6,0,5,5,0,,"0,00",0,0,0,0,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,,5,0,,4,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"AddressRepositoryCustom.java",0,,13,5,5,3,4,4,0,,"0,60",0,0,0,0,,,,,1,0,0,0,1,1,0,1,,0,0,0,1,,4,0,,3,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"AddressRepositoryImpl.java",1,,26,7,16,3,13,10,4,,"0,19",7,1,6,0,,,,,1,0,0,1,1,1,1,1,,0,0,0,1,,11,4,,11,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"AddressRepositoryImplTest.java",1,,37,6,31,0,23,19,8,,"0,00",7,0,7,0,,,,,1,0,0,2,2,2,1,2,,0,0,0,2,,24,8,,20,1,,0,,,2,,,,0,0,"0,00","0,00"
Class,"AppComponent",0,,3,1,2,0,0,0,0,,,0,0,0,0,0,,,0,,0,0,,,0,0,0,0,,0,0,0,,,,,,0,0,0,,,0,0,0,0,,,,
Class,"AppModule",0,,1,0,1,0,0,0,0,,,0,0,0,0,0,,,0,,0,0,,,0,0,0,0,,0,0,0,,,,,,0,0,0,,,0,0,0,0,,,,
Class,"AppRoutingModule",0,,1,0,1,0,0,0,0,,,0,0,0,0,0,,,0,,0,0,,,0,0,0,0,,0,0,0,,,,,,0,0,0,,,0,0,0,0,,,,
File,"AuthApplication.java",1,,80,14,66,0,32,27,6,,"0,00",8,0,8,0,,,,,2,1,0,4,4,3,3,4,,0,0,0,4,,39,22,,26,1,,0,,,4,,,,0,0,"0,00","0,00"
Class,"AuthService",2,,254,36,202,17,153,46,121,,,20,1,17,1,3,,,0,,0,0,,,11,20,11,11,,3,0,8,,,,,,8,0,0,,,46,15,0,5,,,,
Public Method,"AuthService.authenticate",,,110,8,99,3,20,4,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,17,,,,,,,
Unnamed Function,"AuthService.authenticate.(unnamed_function_3)",,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"AuthService.authenticate.(unnamed_function_4)",,,16,0,16,0,12,2,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,
Unnamed Function,"AuthService.authenticate.(unnamed_function_5)",,,3,0,3,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,
Unnamed Function,"AuthService.authenticate.(unnamed_function_6)",,,55,1,54,0,42,8,39,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,8,,,,,,,
Public Method,"AuthService.canActivate",,,9,0,9,0,6,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,
