Kind,Name,AvgCyclomatic,CountDeclFile,CountLine,CountLineBlank,CountLineCode,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,RatioCommentToCode,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLineCodeDecl,CountLineCodeExe,CountOutput,CountSemicolon,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,SumCyclomatic,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode
File,"Card.java",1,,71,17,54,0,38,19,19,,"0,00",4,0,4,0,,,,,1,0,0,12,12,12,4,12,,0,0,0,12,,21,20,,25,1,,0,,,12,,,,0,0,"0,00","0,00"
File,"CardClient.java",0,,8,3,5,0,3,3,0,,"0,00",0,0,0,0,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,,4,0,,2,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"CardService.java",0,,27,9,18,1,14,14,0,,"0,06",0,0,0,0,,,,,1,0,1,0,3,3,0,3,,3,0,0,0,,17,1,,13,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"CardServiceApplication.java",1,,14,3,11,0,7,6,1,,"0,00",3,0,3,0,,,,,1,1,0,1,1,0,0,1,,0,0,0,1,,8,1,,5,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"CardServiceApplicationTests.java",1,,18,4,14,0,8,8,0,,"0,00",3,0,3,0,,,,,1,0,0,1,1,1,0,1,,0,0,0,1,,12,0,,6,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"CardServiceController.java",2,,62,12,50,0,33,17,16,,"0,00",7,0,7,0,,,,,1,0,0,6,6,4,1,4,,0,0,0,4,,23,21,,26,3,,1,,,9,,,,0,0,"0,00","0,00"
File,"CardStatementCompositeApplication.java",1,,18,3,15,0,9,8,1,,"0,00",3,0,3,0,,,,,1,1,0,1,1,0,0,1,,0,0,0,1,,12,1,,7,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"CardStatementCompositeApplicationTests.java",1,,18,4,14,0,8,8,0,,"0,00",3,0,3,0,,,,,1,0,0,1,1,1,0,1,,0,0,0,1,,12,0,,6,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"CardStatementServiceController.java",1,,46,11,35,0,24,21,5,,"0,00",8,2,7,0,,,,,1,0,0,2,2,2,2,2,,0,0,0,2,,29,5,,21,1,,0,,,2,,,,0,0,"0,00","0,00"
File,"CardVO.java",1,,41,3,38,0,25,16,9,,"0,00",3,0,3,0,,,,,1,0,0,9,9,9,4,9,,0,0,0,9,,18,10,,15,1,,0,,,9,,,,0,0,"0,00","0,00"
File,"ConfigServerApplication.java",1,,14,3,11,0,7,6,1,,"0,00",3,0,3,0,,,,,1,1,0,1,1,0,0,1,,0,0,0,1,,8,1,,5,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"DiscoveryServiceApplication.java",1,,14,3,11,0,7,6,1,,"0,00",3,0,3,0,,,,,1,1,0,1,1,0,0,1,,0,0,0,1,,8,1,,5,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"DiscoveryServiceApplicationTests.java",1,,16,4,12,0,7,7,0,,"0,00",3,0,3,0,,,,,1,0,0,1,1,1,0,1,,0,0,0,1,,10,0,,5,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"EdgeServerApplication.java",1,,16,3,13,0,8,7,1,,"0,00",3,0,3,0,,,,,1,1,0,1,1,0,0,1,,0,0,0,1,,10,1,,6,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"EdgeServerApplicationTests.java",1,,16,4,12,0,7,7,0,,"0,00",3,0,3,0,,,,,1,0,0,1,1,1,0,1,,0,0,0,1,,10,0,,5,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"MonitorDashboardApplication.java",1,,24,4,20,0,12,10,2,,"0,00",4,0,4,0,,,,,1,1,0,2,2,1,0,2,,0,0,0,2,,15,2,,9,1,,0,,,2,,,,0,0,"0,00","0,00"
File,"MonitorDashboardApplicationTests.java",1,,16,4,12,0,7,7,0,,"0,00",3,0,3,0,,,,,1,0,0,1,1,1,0,1,,0,0,0,1,,10,0,,5,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"Statement.java",1,,62,14,48,0,33,18,15,,"0,00",4,0,4,0,,,,,1,0,0,11,11,11,4,11,,0,0,0,11,,20,16,,21,1,,0,,,11,,,,0,0,"0,00","0,00"
File,"StatementClient.java",0,,8,3,5,0,3,3,0,,"0,00",0,0,0,0,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,,4,0,,2,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"StatementService.java",0,,26,10,16,0,12,12,0,,"0,00",0,0,0,0,,,,,1,0,1,0,3,3,0,3,,3,0,0,0,,15,1,,11,0,,0,,,0,,,,0,0,"0,00","0,00"
