MS_system,Microservice,CountDeclMethodPublic,Degree Centrality,Norm. Degree Centrality,In-degree Centrality,Norm. In-degree Centrality,Out-degree Centrality,Norm. Out-degree Centrality,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality,PageRank Centrality,Hub Score,Authority Score,Subgraph Centrality,Clustering Coefficient
Basilisk,Basilisk_benchmark-service,47.0,2,1.0,1,0.5,1,0.5,0.5000000644180599,0.0,0.6666666666666666,0.2567570878377894,0.4774059990194954,0.0432343290166231,1.5890917783042842,0.0
Basilisk,Basilisk_repository-service,182.0,2,1.0,1,0.5,1,0.5,0.5000000644180599,0.0,0.6666666666666666,0.2567570878377894,0.4774059990194954,0.0432343290166231,1.5890917783042844,0.0
DentalAppointment,DentalAppointment_appointment-service,36.0,4,0.6666666666666666,2,0.3333333333333333,2,0.3333333333333333,0.0020583801965412,0.0666666666666666,0.3333333333333333,0.1462027450118108,0.1586890078563185,0.2643796279639157,6.066377824059518,0.1666666666666666
DentalAppointment,DentalAppointment_approval-service,35.0,3,0.5,1,0.1666666666666666,2,0.3333333333333333,6.895746052064601e-06,0.0,0.1666666666666666,0.1025985907044627,0.2909882458502666,0.1676777632288382,5.130296069719514,0.3333333333333333
DentalAppointment,DentalAppointment_hospital-manage-service,31.0,2,0.3333333333333333,2,0.3333333333333333,0,0.0,0.4082523013934066,0.0,0.375,0.1647347828806263,-0.0,0.2204136492706464,3.3151661518864795,0.5
DentalAppointment,DentalAppointment_message-service,21.0,4,0.6666666666666666,2,0.3333333333333333,2,0.3333333333333333,0.0020583801965412,0.1,0.3333333333333333,0.1462027450118108,0.0457589685035413,0.2643796279639156,5.326081651029264,0.0833333333333333
DentalAppointment,DentalAppointment_personal-info-service,60.0,2,0.3333333333333333,2,0.3333333333333333,0,0.0,0.8164908228647528,0.0,0.4444444444444444,0.2088899043065933,-0.0,0.0679426088072462,2.9168784262598972,0.0
Tap-And-Eat-MicroServices,Tap-And-Eat-MicroServices_account-service,3.0,2,0.25,1,0.125,1,0.125,1.3267115142541952e-05,0.0,0.1666666666666666,0.0670743472812299,0.0966302976321467,0.0966302976321467,5.314362863440286,0.5
Tap-And-Eat-MicroServices,Tap-And-Eat-MicroServices_config-service,2.0,8,1.0,1,0.125,7,0.875,3.972172385559247e-08,0.125,0.125,0.1013250861657509,0.3203317631475988,-2.918982483814278e-18,22.454261244820593,0.1428571428571428
Tap-And-Eat-MicroServices,Tap-And-Eat-MicroServices_customer-service,3.0,2,0.25,1,0.125,1,0.125,1.3267115142541952e-05,0.0,0.1666666666666666,0.0670743472812299,0.0966302976321467,0.0966302976321467,5.3143628634402855,0.5
Tap-And-Eat-MicroServices,Tap-And-Eat-MicroServices_discovery-service,2.0,7,0.875,7,0.875,0,0.0,0.999991220148512,0.0,0.8888888888888888,0.4034498030493021,-0.0,0.3016569343066441,20.64356237917526,0.1904761904761904
Tap-And-Eat-MicroServices,Tap-And-Eat-MicroServices_foodtray-service,17.0,4,0.5,1,0.125,3,0.375,1.3267115142541952e-05,0.0,0.1666666666666666,0.0670743472812299,0.1965167486916675,0.0966302976321467,12.060955833459005,0.4166666666666667
Tap-And-Eat-MicroServices,Tap-And-Eat-MicroServices_item-service,5.0,3,0.375,2,0.25,1,0.125,0.0029630155098586,0.0,0.28125,0.0860785829078783,0.0966302976321467,0.1559109375823844,8.86626177383822,0.5
Tap-And-Eat-MicroServices,Tap-And-Eat-MicroServices_price-service,5.0,3,0.375,2,0.25,1,0.125,0.0029630155098586,0.0,0.28125,0.0860785829078783,0.0966302976321467,0.1559109375823844,8.86626177383822,0.5
Tap-And-Eat-MicroServices,Tap-And-Eat-MicroServices_store-service,12.0,2,0.25,1,0.125,1,0.125,1.3267115142541952e-05,0.0,0.1666666666666666,0.0670743472812299,0.0966302976321467,0.0966302976321467,5.314362863440286,0.5
blog-microservices,blog-microservices_auth-server,5.0,1,0.1111111111111111,1,0.1111111111111111,0,0.0,0.0007023429664178,0.0,0.1111111111111111,0.0706031153447921,-0.0,0.0953593623010901,2.2563440925211866,0.0
blog-microservices,blog-microservices_composite-service,38.0,2,0.2222222222222222,1,0.1111111111111111,1,0.1111111111111111,0.0007023429664178,0.0,0.1111111111111111,0.0706031153447921,0.09535936230109,0.0953593623010901,4.716447160195425,0.5
blog-microservices,blog-microservices_discovery-server,3.0,6,0.6666666666666666,6,0.6666666666666666,0,0.0,0.9804707811193332,0.0,0.6666666666666666,0.3406584240800629,-0.0,0.205419595139483,13.385217574796211,0.1666666666666666
blog-microservices,blog-microservices_edge-server,2.0,1,0.1111111111111111,1,0.1111111111111111,0,0.0,0.0007023429664178,0.0,0.1111111111111111,0.0706031153447921,-0.0,0.0953593623010901,2.2563440925211866,0.0
blog-microservices,blog-microservices_monitor-dashboard,2.0,2,0.2222222222222222,2,0.2222222222222222,0,0.0,0.1966560305970013,0.0,0.2222222222222222,0.1006092607598222,-0.0,0.1270648687528862,4.006338598896438,0.5
blog-microservices,blog-microservices_product-service,5.0,2,0.2222222222222222,1,0.1111111111111111,1,0.1111111111111111,0.0007023429664178,0.0,0.1111111111111111,0.0706031153447921,0.09535936230109,0.0953593623010901,4.716447160195419,0.5
blog-microservices,blog-microservices_recommendation-service,5.0,2,0.2222222222222222,1,0.1111111111111111,1,0.1111111111111111,0.0007023429664178,0.0,0.1111111111111111,0.0706031153447921,0.09535936230109,0.09535936230109,4.7164471601954245,0.5
blog-microservices,blog-microservices_review-service,5.0,2,0.2222222222222222,1,0.1111111111111111,1,0.1111111111111111,0.0007023429664178,0.0,0.1111111111111111,0.0706031153447921,0.09535936230109,0.0953593623010901,4.716447160195426,0.5
blog-microservices,blog-microservices_turbine-server,1.0,3,0.3333333333333333,1,0.1111111111111111,2,0.2222222222222222,0.0007023429664178,0.0,0.1111111111111111,0.0706031153447921,0.1543450926882979,0.0953593623010901,6.566788058328001,0.3333333333333333
geocoder-microservices,geocoder-microservices_configurator,1.0,6,0.8571428571428571,0,0.0,6,0.8571428571428571,1.0622610360367143e-10,0.0,0.0,0.0213383913223875,0.3687506403023266,-0.0,17.103492886366727,0.2333333333333333
geocoder-microservices,geocoder-microservices_eureka-discovery,2.0,4,0.7142857142857142,4,0.5714285714285714,1,0.1428571428571428,0.6788384424918665,0.1904761904761904,0.6428571428571428,0.2568809581392712,0.0444102104491361,0.2198914350272547,15.620259576141626,0.35
geocoder-microservices,geocoder-microservices_geocoderlocal-service,33.0,3,0.4285714285714285,2,0.2857142857142857,1,0.1428571428571428,0.2739489450769002,0.0,0.3956043956043956,0.0922854453875622,0.0810851074632976,0.172619652680203,8.59310043039031,0.5
geocoder-microservices,geocoder-microservices_hystrix-dashboard,1.0,1,0.1428571428571428,1,0.1428571428571428,0,0.0,2.761878693695458e-09,0.0,0.1428571428571428,0.0243613300930591,-0.0,0.1074889122925423,2.113818814939039,0.0
geocoder-microservices,geocoder-microservices_zuul-gateway,7.0,3,0.4285714285714285,2,0.2857142857142857,1,0.1428571428571428,0.5016523496826022,0.1666666666666666,0.4675324675324674,0.2427099690627774,0.0612668048466598,0.1204342598909813,8.593100430390333,0.5
java-microservice,java-microservice_eureka-server,1.0,8,0.8,7,0.7000000000000001,1,0.1,0.0086623927670411,0.0018518518518518,0.7363636363636364,0.1670014068569096,0.0366947064268281,0.1935964024119094,105.75535860303404,0.3571428571428571
java-microservice,java-microservice_mailer,33.0,6,0.6000000000000001,4,0.4,2,0.2,6.479584238206726e-05,0.024074074074074,0.4499999999999999,0.1062844374040581,0.0806031964684373,0.1301015655366711,61.733870269860766,0.3
jhipster-microservices-example,jhipster-microservices-example_blog,638.0,1,0.3333333333333333,1,0.3333333333333333,0,0.0,0.5773497797618714,0.0,0.6,0.2584552732834791,-0.0,0.6135809646954051,1.6381924800586425,0.0
jhipster-microservices-example,jhipster-microservices-example_jhipster-registry,206.0,4,1.3333333333333333,2,0.6666666666666666,2,0.6666666666666666,0.5773512480420229,0.5,0.6666666666666666,0.3906676055392621,1.5878642319257132,-0.2271619293908105,2.914577440175928,0.0
jhipster-microservices-example,jhipster-microservices-example_store,226.0,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,0.5773497797618714,0.0,0.4444444444444444,0.2584552732834791,-0.2939321159628565,0.6135809646954052,1.6381924800586418,0.0
micro_webshop,micro_webshop_auth-server,8.0,1,0.1428571428571428,0,0.0,1,0.1428571428571428,8.473544436998425e-09,0.0,0.0,0.0526275956811391,0.1512434012719,0.0,1.956883969886054,0.0
microservice,microservice_catalog,50.0,3,0.6000000000000001,2,0.4,1,0.2,0.4082486694390657,0.0166666666666666,0.5,0.1365047336704498,0.130791593829745,0.2742918851774317,6.677788309831631,0.5
microservice,microservice_customer,61.0,3,0.6000000000000001,2,0.4,1,0.2,0.4082486694390657,0.0166666666666666,0.5,0.1365047336704498,0.130791593829745,0.2742918851774317,6.677788309831631,0.5
microservice,microservice_eureka,3.0,5,1.0,4,0.8,1,0.2,0.6605591523518988,0.55,0.8333333333333334,0.3084459998203355,7.1456745018761475e-19,0.3333333333333333,10.414216662212043,0.25
microservice,microservice_order,92.0,4,0.8,1,0.2,3,0.6000000000000001,0.2523117378278045,0.0166666666666666,0.4166666666666667,0.1063672016606174,0.3460420308512752,0.1180828963118031,9.261899548953858,0.4166666666666667
microservice,microservice_turbine,1.0,1,0.2,0,0.0,1,0.2,6.200172784063333e-10,0.0,0.0,0.025,0.130791593829745,-0.0,1.921818110022607,0.0
microservice,microservice_zuul,1.0,4,0.8,1,0.2,3,0.6000000000000001,0.4082480140808024,0.5,0.5555555555555556,0.2871773311781473,0.2615831876594899,1.821135006372012e-18,9.261899548953858,0.4166666666666667
microservice-consul,microservice-consul_catalog,50.0,3,0.75,2,0.5,1,0.25,0.0019292532693812,0.0,0.5,0.1633484713688407,0.1371256822737527,0.2554479118084633,6.524226842413728,0.5
microservice-consul,microservice-consul_customer,61.0,3,0.75,2,0.5,1,0.25,0.0019292532693812,0.0,0.5,0.1633484713688407,0.1371256822737527,0.2554479118084634,6.52422684241372,0.5
microservice-consul,microservice-consul_order,90.0,4,1.0,1,0.25,3,0.75,4.959519972702353e-06,0.0,0.25,0.1272844751597326,0.3361632358650895,0.1371256822737527,9.063906244031118,0.4166666666666667
microservice-kafka,microservice-kafka_invoicing,76.0,4,0.6666666666666666,3,0.5,1,0.1666666666666666,0.4999994885609091,0.0222222222222222,0.6666666666666666,0.225396473618549,5.921593878946478e-18,0.3660254037844386,4.098165250547632,0.0
microservice-kafka,microservice-kafka_order,96.0,3,0.5,2,0.3333333333333333,1,0.1666666666666666,2.254635160959448e-06,0.0222222222222222,0.3333333333333333,0.0335714285714285,5.921593878946478e-18,0.2679491924311227,4.098165250547634,0.0
microservice-kafka,microservice-kafka_shipping,69.0,4,0.6666666666666666,3,0.5,1,0.1666666666666666,0.4999994885609091,0.0222222222222222,0.6666666666666666,0.225396473618549,5.921593878946478e-18,0.3660254037844387,4.098165250547628,0.0
microservices-basics-spring-boot,microservices-basics-spring-boot_api-gateway,6.0,2,0.2222222222222222,2,0.2222222222222222,0,0.0,0.9999755431137416,0.0,0.5079365079365079,0.2787600941372,-0.0,0.1134429299225863,5.228008684453085,0.5
microservices-basics-spring-boot,microservices-basics-spring-boot_auth-server,13.0,2,0.2222222222222222,1,0.1111111111111111,1,0.1111111111111111,1.6123963679684946e-07,0.0,0.1481481481481481,0.0515425007765236,0.0971437517450471,0.1018848176892852,5.228008684453086,0.5
microservices-basics-spring-boot,microservices-basics-spring-boot_comments-webservice,17.0,3,0.3333333333333333,2,0.2222222222222222,1,0.1111111111111111,3.8429081414311945e-05,0.0,0.25,0.0734482178899997,0.0971437517450471,0.140308942767375,8.200944053374828,0.5
microservices-basics-spring-boot,microservices-basics-spring-boot_configserver,1.0,9,1.0,1,0.1111111111111111,8,0.8888888888888888,4.5228331934592504e-10,0.1111111111111111,0.1111111111111111,0.0796898925863309,0.4101937970958789,-2.601336663613305e-18,22.200197159060252,0.0972222222222222
microservices-basics-spring-boot,microservices-basics-spring-boot_task-webservice,47.0,3,0.3333333333333333,1,0.1111111111111111,2,0.2222222222222222,1.6123963679684946e-07,0.0,0.1481481481481481,0.0515425007765236,0.154697609745305,0.1018848176892852,8.200944053374826,0.5
microservices-basics-spring-boot,microservices-basics-spring-boot_user-webservice,19.0,2,0.2222222222222222,1,0.1111111111111111,1,0.1111111111111111,1.6123963679684946e-07,0.0,0.1481481481481481,0.0515425007765236,0.0971437517450471,0.1018848176892852,5.22800868445308,0.5
microservices-basics-spring-boot,microservices-basics-spring-boot_web-portal,2.0,2,0.2222222222222222,1,0.1111111111111111,1,0.1111111111111111,1.6123963679684946e-07,0.0,0.1481481481481481,0.0515425007765236,0.0971437517450471,0.1018848176892852,5.228008684453085,0.5
microservices-basics-spring-boot,microservices-basics-spring-boot_webservice-registry,1.0,6,0.7777777777777777,6,0.6666666666666666,1,0.1111111111111111,0.0069936898310668,0.0694444444444444,0.6805555555555556,0.2673139246756646,0.0465335861786273,0.2368240388636124,18.59356023749085,0.1666666666666666
microservices-basics-spring-boot,microservices-basics-spring-boot_zipkin-tracing,1.0,1,0.1111111111111111,1,0.1111111111111111,0,0.0,1.6123963679684946e-07,0.0,0.1481481481481481,0.0515425007765236,-0.0,0.1018848176892852,2.330399230333479,0.0
piggymetrics,piggymetrics_account-service,80.0,5,0.4545454545454546,3,0.2727272727272727,2,0.1818181818181818,0.2652320064743317,0.0356060606060606,0.3347107438016529,0.0705782831909788,0.0651948117964977,0.1447407458474458,29.836366571468652,0.3
piggymetrics,piggymetrics_auth-service,30.0,6,0.5454545454545454,2,0.1818181818181818,4,0.3636363636363636,0.1737445895775997,0.0022727272727272,0.3068181818181818,0.0582087601240788,0.1857825013868611,0.1023621030776697,43.12720919693459,0.4
piggymetrics,piggymetrics_config,1.0,8,0.7272727272727273,0,0.0,8,0.7272727272727273,2.798812042112773e-09,0.0,0.0,0.0203958948143294,0.2834264303404357,-0.0,53.96830383278326,0.25
piggymetrics,piggymetrics_gateway,3.0,6,0.5454545454545454,2,0.1818181818181818,4,0.3636363636363636,0.3299617866701907,0.3090909090909091,0.4090909090909091,0.1677467533696517,0.1653158208048025,0.0694364354391079,43.12720919693459,0.4
piggymetrics,piggymetrics_monitoring,2.0,2,0.1818181818181818,2,0.1818181818181818,0,0.0,0.1161682175122516,0.0,0.303030303030303,0.0710777118511006,-0.0,0.082025487961859,5.389333160829709,0.5
piggymetrics,piggymetrics_notification-service,60.0,6,0.5454545454545454,3,0.2727272727272727,3,0.2727272727272727,0.2652320064743317,0.1174242424242424,0.3347107438016529,0.0705782831909788,0.0700193168291673,0.1447407458474458,31.980760350534695,0.2
piggymetrics,piggymetrics_registry,1.0,7,0.6363636363636364,6,0.5454545454545454,1,0.0909090909090909,0.6266380685980338,0.3,0.6136363636363636,0.1708046870171334,0.0209739425866778,0.1701191944788651,49.80489772818864,0.3095238095238095
piggymetrics,piggymetrics_statistics-service,97.0,6,0.5454545454545454,4,0.3636363636363636,2,0.1818181818181818,0.2652320540541364,0.1174242424242424,0.3875598086124402,0.0879146988205221,0.0651948117964977,0.1554517585420306,31.98076035053464,0.2
piggymetrics,piggymetrics_turbine-stream-service,2.0,4,0.3636363636363636,2,0.1818181818181818,2,0.1818181818181818,0.2206178733768541,0.1363636363636363,0.3506493506493506,0.1141524355387474,0.0761627243622775,0.0694364354391079,13.852060659818056,0.1666666666666666
qbike,qbike_intention,39.0,2,0.1538461538461538,0,0.0,2,0.1538461538461538,4.6406099391842915e-11,0.0,0.0,0.0276485118544443,0.1951941016011038,-0.0,3.10088688491445,0.0
qbike,qbike_microservice-api-gateway,1.0,1,0.0769230769230769,1,0.0769230769230769,0,0.0,0.9999726001588424,0.0,0.3076923076923077,0.2042688340365514,-0.0,-4.943578414440619e-18,1.773279891226245,0.0
qbike,qbike_order,49.0,2,0.1538461538461538,0,0.0,2,0.1538461538461538,4.6406099391842915e-11,0.0,0.0,0.0276485118544443,0.1951941016011038,-0.0,3.10088688491445,0.0
qbike,qbike_qbike-trip,10.0,2,0.1538461538461538,1,0.0769230769230769,1,0.0769230769230769,2.5244918069162532e-08,0.0,0.0769230769230769,0.0393991119803708,-1.5439317556821528e-17,-1.9774313657762477e-17,2.9483034835629427,0.5
qbike,qbike_qbike-uc,5.0,1,0.0769230769230769,0,0.0,1,0.0769230769230769,4.6406099391842915e-11,0.0,0.0,0.0276485118544443,-1.5439317556821528e-17,-0.0,1.773279891226246,0.0
sample-spring-cloud-webflux,sample-spring-cloud-webflux_account-service,16.0,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,0.4046474071432278,0.0833333333333333,0.5,0.173590617759745,3.053161217469204,1.243526906579853,3.018586034359641,0.5
sample-spring-cloud-webflux,sample-spring-cloud-webflux_customer-service,31.0,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,0.4046474071432278,0.0833333333333333,0.5,0.173590617759745,3.053161217469204,1.243526906579853,3.018586034359638,0.5
sample-spring-cloud-webflux,sample-spring-cloud-webflux_discovery-service,2.0,3,1.0,2,0.6666666666666666,1,0.3333333333333333,0.6423391474460629,0.6666666666666666,0.75,0.3326055462222863,-2.6248650705970137e-16,-1.487053813159706,4.248218608460324,0.3333333333333333
sample-spring-cloud-webflux,sample-spring-cloud-webflux_gateway-service,4.0,3,1.0,1,0.3333333333333333,2,0.6666666666666666,0.509824843885418,0.6666666666666666,0.6,0.3202132182582236,-5.106322434938408,1.278450541663996e-16,4.2482186084603235,0.3333333333333333
sample-spring-microservices-new,sample-spring-microservices-new_config-service,1.0,5,0.8333333333333333,0,0.0,5,0.8333333333333333,2.841403644981221e-09,0.0,0.0,0.0467795035612103,0.2321592499075536,-0.0,32.24421470078811,0.5
sample-spring-microservices-new,sample-spring-microservices-new_department-service,33.0,6,1.0,3,0.5,3,0.5,0.2596387533348084,0.0194444444444444,0.5208333333333334,0.1185103813086247,0.183832655771305,0.1809425362371337,40.50102474690997,0.4333333333333333
sample-spring-microservices-new,sample-spring-microservices-new_discovery-service,1.0,5,0.8333333333333333,4,0.6666666666666666,1,0.1666666666666666,0.4853105122350142,0.2,0.6944444444444445,0.1737172954242374,0.0194217999111964,0.2048792296768212,32.24421470078807,0.5
sample-spring-microservices-new,sample-spring-microservices-new_employee-service,26.0,6,1.0,4,0.6666666666666666,2,0.3333333333333333,0.4106435929581379,0.0194444444444444,0.6944444444444445,0.1520883357106429,0.1171791300210556,0.2298901391184581,40.501024746909906,0.4333333333333333
sample-spring-microservices-new,sample-spring-microservices-new_gateway-service,2.0,6,1.0,2,0.3333333333333333,4,0.6666666666666666,0.2822569628232754,0.2416666666666666,0.5208333333333334,0.2023908269712177,0.2111126760020376,0.0669864081946046,40.50102474690997,0.4333333333333333
sample-spring-microservices-new,sample-spring-microservices-new_organization-service,48.0,6,1.0,2,0.3333333333333333,4,0.6666666666666666,0.1641624308744201,0.0194444444444444,0.4166666666666667,0.0977404536970177,0.2362944883868515,0.118026354495224,40.50102474690998,0.4333333333333333
scaffold-cloud,scaffold-cloud_scaffold-business-sys-service,50.0,1,0.1,0,0.0,1,0.1,4.0791321280423946e-08,0.0,0.0,0.0380091536146782,0.1096117967977924,0.0,2.1145251814990274,0.0
scaffold-cloud,scaffold-cloud_scaffold-config-server,2.0,2,0.2,0,0.0,2,0.2,4.0791321280423946e-08,0.0,0.0,0.0380091536146782,0.1231056256176605,0.0,3.441969860765577,0.5
scaffold-cloud,scaffold-cloud_scaffold-eureka,1.0,10,1.0,9,0.9,1,0.1,0.005695325068494,0.1,0.9,0.3263528300203637,-2.2989788545444373e-18,0.8903882032022076,12.843210581917283,0.0111111111111111
scaffold-cloud,scaffold-cloud_scaffold-route-app,1.0,1,0.1,0,0.0,1,0.1,4.0791321280423946e-08,0.0,0.0,0.0380091536146782,0.1096117967977924,0.0,2.1145251814990256,0.0
scaffold-cloud,scaffold-cloud_scaffold-route-openapi,1.0,1,0.1,0,0.0,1,0.1,4.0791321280423946e-08,0.0,0.0,0.0380091536146782,0.1096117967977924,0.0,2.1145251814990256,0.0
scaffold-cloud,scaffold-cloud_scaffold-route-operate,74.0,1,0.1,0,0.0,1,0.1,4.0791321280423946e-08,0.0,0.0,0.0380091536146782,0.1096117967977924,0.0,2.1145251814990265,0.0
