Kind,Name,AvgCyclomatic,CountDeclFile,CountLine,CountLineBlank,CountLineCode,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,RatioCommentToCode,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLineCodeDecl,CountLineCodeExe,CountOutput,CountSemicolon,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,SumCyclomatic,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode
File,"AbstractAggregate.java",1,,38,8,21,9,15,11,6,,"0,43",4,0,4,0,,,,,1,0,0,3,3,3,2,3,,0,0,1,2,,13,6,,11,1,,0,,,3,,,,0,0,"0,00","0,00"
File,"AbstractDomainEvent.java",1,,25,6,14,5,9,7,3,,"0,36",4,0,4,0,,,,,1,0,0,2,2,2,2,2,,0,0,0,2,,9,3,,6,1,,0,,,2,,,,0,0,"0,00","0,00"
File,"Account.java",1,,88,20,63,5,40,27,13,,"0,08",3,0,3,0,,,,,1,0,0,12,12,12,5,12,,0,0,0,12,,37,13,,27,1,,0,,,12,,,,0,0,"0,00","0,00"
File,"AccountController.java",1,,88,11,72,5,42,32,15,,"0,07",6,0,6,0,,,,,1,0,0,10,10,6,1,6,,0,0,0,6,,47,23,,34,2,,1,,,11,,,,0,0,"0,00","0,00"
File,"AccountRepository.java",0,,17,3,9,5,7,7,0,,"0,56",0,0,0,0,,,,,1,0,0,0,1,1,0,1,,1,0,0,0,,8,0,,6,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"AccountService.java",0,,26,8,13,5,12,12,0,,"0,38",0,0,0,0,,,,,1,0,0,0,6,6,0,6,,6,0,0,0,,12,0,,11,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"AccountServiceImpl.java",1,,56,9,43,4,26,16,10,,"0,09",5,0,5,0,,,,,1,0,0,8,8,6,1,6,,0,0,0,6,,24,12,,19,1,,0,,,8,,,,0,0,"0,00","0,00"
File,"Aggregate.java",0,,20,7,8,5,7,7,0,,"0,63",0,0,0,0,,,,,1,0,0,0,3,3,0,3,,3,0,0,0,,7,0,,6,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"AppEvent.java",0,,17,5,6,6,5,5,0,,"1,00",0,0,0,0,,,,,1,0,0,0,2,2,0,2,,2,0,0,0,,5,0,,4,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"Application.java",1,,14,3,11,0,7,6,1,,"0,00",3,0,3,0,,,,,1,1,0,1,1,0,0,1,,0,0,0,1,,8,1,,5,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"Application.java",1,,14,3,11,0,7,6,1,,"0,00",3,0,3,0,,,,,1,1,0,1,1,0,0,1,,0,0,0,1,,8,1,,5,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"Attachment.java",1,,94,20,69,5,46,25,21,,"0,07",4,0,4,0,,,,,1,0,0,12,12,12,4,12,,0,0,0,12,,31,23,,29,5,,1,,,16,,,,0,0,"0,00","0,00"
File,"AttachmentRepository.java",0,,14,4,7,3,5,5,0,,"0,43",0,0,0,0,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,,6,0,,4,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"AuthenticationConfiguration.java",1,,39,5,31,3,18,15,4,,"0,10",8,0,8,0,,,,,1,0,0,3,3,2,1,2,,0,0,1,1,,19,10,,15,1,,0,,,3,,,,0,0,"0,00","0,00"
File,"AutowireHelper.java",2,,56,9,26,21,18,12,7,,"0,81",7,0,4,3,,,,,1,2,2,4,4,2,0,4,,0,1,0,3,,13,7,,10,3,,2,,,6,,,,0,0,"0,00","0,00"
File,"BasicApplication.java",1,,17,4,13,0,8,7,1,,"0,00",3,0,3,0,,,,,1,1,0,1,1,0,0,1,,0,0,0,1,,10,1,,6,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"BasicApplication.java",1,,17,4,13,0,8,7,1,,"0,00",3,0,3,0,,,,,1,1,0,1,1,0,0,1,,0,0,0,1,,10,1,,6,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"BasicApplication.java",1,,15,3,12,0,8,7,1,,"0,00",3,0,3,0,,,,,1,1,0,1,1,0,0,1,,0,0,0,1,,9,1,,6,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"BasicApplication.java",1,,13,4,9,0,6,5,1,,"0,00",3,0,3,0,,,,,1,1,0,1,1,0,0,1,,0,0,0,1,,6,1,,4,1,,0,,,1,,,,0,0,"0,00","0,00"
File,"CallMonitoringAspect.java",1,,94,16,73,5,46,26,22,,"0,07",8,0,8,0,,,,,1,0,0,7,7,7,4,7,,0,0,0,7,,35,31,,34,2,,2,,,9,,,,0,0,"0,00","0,00"
File,"Category.java",1,,83,17,54,12,32,22,11,,"0,22",4,0,3,1,,,,,1,1,0,10,10,9,3,10,,0,0,0,10,,30,14,,22,1,,0,,,10,,,,0,0,"0,00","0,00"
File,"CategoryRepository.java",0,,14,4,7,3,5,5,0,,"0,43",0,0,0,0,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,,6,0,,4,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"ChangeEvent.java",0,,19,4,15,0,9,9,0,,"0,00",0,0,0,0,,,,,2,0,0,2,1,3,2,3,,1,0,0,2,,13,0,,8,0,,0,,,0,,,,0,0,"0,00","0,00"
File,"CheckIsValid.java",0,,26,5,17,4,12,12,0,,"0,24",0,0,0,0,,,,,1,0,0,0,3,3,0,3,,3,0,0,0,,16,0,,11,0,,0,,,0,,,,0,0,"0,00","0,00"
Unknown Annotation,"Column",,,,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
